y_true,y_pred,y_probs
2,2,"[3.951382495870348e-06, 2.344342874494032e-06, 0.9999936819076538]"
2,1,"[0.02330748736858368, 0.5421125292778015, 0.4345799386501312]"
0,0,"[0.9984776377677917, 0.00011775154416682199, 0.0014046436408534646]"
2,2,"[5.99510030951933e-07, 2.1248894199743518e-07, 0.9999991655349731]"
2,2,"[1.1475259498183732e-06, 8.24731955617608e-07, 0.9999979734420776]"
2,2,"[6.86861458234489e-05, 5.50614386156667e-05, 0.9998762607574463]"
2,2,"[1.2552187399705872e-05, 8.204337973438669e-06, 0.9999792575836182]"
2,2,"[0.00012999675527680665, 9.040044096764177e-05, 0.9997795224189758]"
2,2,"[8.990148671728093e-06, 5.594047706836136e-06, 0.9999854564666748]"
2,2,"[8.348826519011254e-09, 3.2699403185176834e-09, 1.0]"
0,0,"[0.9864304065704346, 0.0038100958336144686, 0.009759558364748955]"
0,0,"[0.9997162222862244, 2.003967711061705e-05, 0.0002637339639477432]"
2,2,"[1.3872236195311416e-06, 1.629975599826139e-06, 0.9999969005584717]"
2,2,"[4.484095552470535e-05, 3.9567963540321216e-05, 0.999915599822998]"
0,0,"[0.998672604560852, 0.00014958887186367065, 0.0011777718318626285]"
2,2,"[5.036812211756114e-08, 1.9038365550727576e-08, 1.0]"
1,1,"[3.48054054484237e-05, 0.9998842477798462, 8.089860057225451e-05]"
2,2,"[1.6815795333968708e-06, 8.024230737646576e-07, 0.9999974966049194]"
0,0,"[0.999941349029541, 6.278689852479147e-06, 5.23358685313724e-05]"
0,0,"[0.999147891998291, 9.485615009907633e-05, 0.0007572504109703004]"
2,2,"[5.934090552273119e-08, 3.234386980466297e-08, 1.0]"
2,2,"[0.00015597217134200037, 7.485924288630486e-05, 0.9997691512107849]"
1,1,"[0.006374777760356665, 0.9383162260055542, 0.0553089939057827]"
1,1,"[1.677558088886144e-06, 0.9999901056289673, 8.23623122414574e-06]"
2,2,"[3.808608744293451e-05, 2.127830703102518e-05, 0.9999405145645142]"
2,2,"[1.8783246105158469e-06, 1.1457608479759074e-06, 0.9999969005584717]"
2,2,"[3.744740297406679e-06, 2.1181181182328146e-06, 0.999994158744812]"
1,1,"[6.274537736317143e-05, 0.9997609257698059, 0.00017637043492868543]"
2,2,"[1.594603986632137e-06, 9.292455729337235e-07, 0.9999974966049194]"
1,1,"[0.0018523007165640593, 0.9892753958702087, 0.0088723199442029]"
0,0,"[0.9681311845779419, 0.006703544873744249, 0.025165366008877754]"
2,2,"[0.001895255409181118, 0.003707093885168433, 0.9943976402282715]"
2,2,"[3.35315758093202e-06, 1.5796445040905382e-06, 0.9999951124191284]"
2,2,"[8.482761040795594e-05, 0.0001230615598615259, 0.9997920393943787]"
2,2,"[6.367726541611773e-07, 2.540602395129099e-07, 0.9999991655349731]"
1,1,"[5.3497282351600006e-05, 0.999672532081604, 0.00027399894315749407]"
2,2,"[1.6247085454779153e-08, 4.381567997313596e-09, 1.0]"
2,2,"[1.1520398402353749e-05, 7.537183591921348e-06, 0.9999809265136719]"
2,2,"[1.015948237181874e-05, 6.479629064415349e-06, 0.9999834299087524]"
0,0,"[0.9992979764938354, 8.048935706028715e-05, 0.0006214668974280357]"
2,2,"[0.027257446199655533, 0.0015165879158303142, 0.9712259769439697]"
1,1,"[0.002571722725406289, 0.9920210242271423, 0.005407306365668774]"
2,2,"[0.0013587981229647994, 0.000701729382853955, 0.99793940782547]"
0,0,"[0.9994761347770691, 3.588429535739124e-05, 0.0004880386986769736]"
0,0,"[0.9997115731239319, 5.865824277861975e-05, 0.0002298026520293206]"
2,2,"[1.5046294947751448e-06, 9.917413308357936e-07, 0.9999974966049194]"
1,1,"[0.005399759858846664, 0.9826456308364868, 0.011954634450376034]"
0,0,"[0.9995974898338318, 3.3605156204430386e-05, 0.00036887600435875356]"
2,2,"[0.12855011224746704, 0.17587196826934814, 0.6955779194831848]"
0,0,"[0.9802691340446472, 0.0006361509440466762, 0.019094733521342278]"
0,0,"[0.942961573600769, 0.020126568153500557, 0.03691183403134346]"
2,2,"[6.605102953471942e-06, 3.45971579918114e-06, 0.9999899864196777]"
2,2,"[0.0011913564521819353, 0.0007557362550869584, 0.9980529546737671]"
0,0,"[0.9903447031974792, 0.0027122171595692635, 0.006943063344806433]"
2,2,"[0.34933289885520935, 0.007142776623368263, 0.6435243487358093]"
2,2,"[1.4838187780696899e-05, 5.216700446908362e-05, 0.9999330043792725]"
2,2,"[5.907029958507337e-07, 5.373121325646935e-07, 0.9999988079071045]"
2,2,"[1.5854568118811585e-05, 6.425777428376023e-06, 0.999977707862854]"
2,2,"[7.896352144598495e-06, 7.724165698164143e-06, 0.9999843835830688]"
2,2,"[0.008662581443786621, 0.004842876456677914, 0.9864945411682129]"
2,2,"[2.0160402982583037e-06, 1.8990472199220676e-06, 0.9999960660934448]"
2,2,"[2.86967576812458e-07, 1.9705544218595605e-07, 0.9999995231628418]"
0,0,"[0.992676317691803, 0.0011997742112725973, 0.006123950704932213]"
0,0,"[0.9972049593925476, 0.00040130713023245335, 0.0023936922661960125]"
2,2,"[1.3341833664526348e-06, 6.517475981127063e-07, 0.9999980926513672]"
2,2,"[9.05377310118638e-05, 5.814464020659216e-05, 0.9998512268066406]"
2,2,"[0.00017716208822093904, 0.00017242503236047924, 0.9996503591537476]"
2,2,"[7.222035947052063e-06, 5.630844498227816e-06, 0.9999871253967285]"
2,2,"[0.0005510626942850649, 0.0006987983360886574, 0.9987502098083496]"
0,0,"[0.9994266033172607, 4.4897140469402075e-05, 0.0005285175866447389]"
1,1,"[0.0028447911608964205, 0.9915633201599121, 0.005591860041022301]"
2,2,"[0.00039799578371457756, 0.00031366923940367997, 0.9992883801460266]"
0,0,"[0.9943735599517822, 0.001268802909180522, 0.004357627127319574]"
0,0,"[0.9971773624420166, 0.00032288581132888794, 0.0024997806176543236]"
2,2,"[6.754412140708155e-08, 2.2142417677173398e-08, 0.9999998807907104]"
2,2,"[3.231742812204175e-05, 2.5938281396520324e-05, 0.9999417066574097]"
2,2,"[0.00025152351008728147, 0.00033278128830716014, 0.9994157552719116]"
2,2,"[1.40661256864405e-06, 5.458699092741881e-07, 0.9999979734420776]"
2,2,"[0.0008368621929548681, 0.003756818827241659, 0.9954062700271606]"
2,2,"[5.741618224419653e-06, 3.3012365747708827e-06, 0.9999909400939941]"
1,1,"[0.0008484309655614197, 0.9958969354629517, 0.003254679962992668]"
1,1,"[0.0005982762086205184, 0.9974309802055359, 0.0019706885796040297]"
2,2,"[1.5396846720250323e-05, 6.922207830939442e-06, 0.999977707862854]"
2,2,"[4.4589938852368505e-07, 2.0072343431820627e-07, 0.9999992847442627]"
2,2,"[1.0276850844093133e-05, 3.2731898045312846e-06, 0.9999865293502808]"
0,0,"[0.9985748529434204, 0.0001737886923365295, 0.0012513441033661366]"
0,0,"[0.9999270439147949, 7.907172403065488e-06, 6.509391823783517e-05]"
0,0,"[0.9981873631477356, 0.00022470566909760237, 0.0015879226848483086]"
0,0,"[0.9997105002403259, 1.8158360035158694e-05, 0.0002713196154218167]"
2,2,"[1.3259534171083942e-05, 9.472285455558449e-06, 0.9999773502349854]"
2,0,"[0.9070582389831543, 0.005308158230036497, 0.08763355016708374]"
2,2,"[1.4171344275837328e-07, 5.081847120891325e-08, 0.9999998807907104]"
2,2,"[0.0001937493943842128, 0.00013663209392689168, 0.9996695518493652]"
2,2,"[2.1603838831651956e-05, 1.272582358069485e-05, 0.9999656677246094]"
0,0,"[0.9999839067459106, 1.7890350818561274e-06, 1.427813640475506e-05]"
0,0,"[0.9969916343688965, 0.0021021601278334856, 0.0009062275639735162]"
2,2,"[4.707096013589762e-05, 2.487584060872905e-05, 0.9999279975891113]"
0,0,"[0.9880679249763489, 0.0016092275036498904, 0.010322862304747105]"
2,2,"[2.233245595562039e-06, 1.654678158047318e-06, 0.9999960660934448]"
1,1,"[0.002884908579289913, 0.9896014332771301, 0.007513625081628561]"
1,1,"[0.0011561136925593019, 0.9963410496711731, 0.002502773655578494]"
0,0,"[0.9999347925186157, 8.831460036162753e-06, 5.6410332035738975e-05]"
2,2,"[1.207122153346063e-07, 4.45171579599446e-08, 0.9999998807907104]"
1,1,"[0.00017242098692804575, 0.9991798996925354, 0.0006476914277300239]"
2,2,"[0.00031139975180849433, 0.0002412892208667472, 0.9994472861289978]"
2,2,"[6.082511845306726e-06, 6.330556516331853e-06, 0.9999876022338867]"
2,2,"[0.0001604610006324947, 0.00015654943126719445, 0.9996830224990845]"
2,2,"[1.605098987056408e-05, 5.399005203798879e-06, 0.9999785423278809]"
2,2,"[3.3323026400466915e-06, 1.5147733165576938e-06, 0.9999951124191284]"
2,2,"[4.858264901486109e-07, 2.927482967152173e-07, 0.9999992847442627]"
2,2,"[0.0006538652232848108, 0.000123274396173656, 0.9992228746414185]"
1,1,"[9.092264372156933e-05, 0.9996304512023926, 0.0002785955148283392]"
2,2,"[0.0011493390193209052, 0.0008739054901525378, 0.9979767203330994]"
2,2,"[5.8005721257359255e-06, 5.327124199538957e-06, 0.9999887943267822]"
0,0,"[0.998915433883667, 0.0001528447464806959, 0.0009317371877841651]"
2,2,"[0.004874945618212223, 0.001665099523961544, 0.993459939956665]"
2,2,"[6.080967409616278e-07, 2.3630502710147994e-07, 0.9999991655349731]"
1,1,"[8.925695874495432e-05, 0.9995762705802917, 0.00033445563167333603]"
2,2,"[1.1729066784482711e-07, 5.373667022467998e-08, 0.9999998807907104]"
2,2,"[6.901095184730366e-05, 3.765747169381939e-05, 0.999893307685852]"
0,0,"[0.9999897480010986, 5.514946224138839e-07, 9.624031918065157e-06]"
2,2,"[0.0005086541641503572, 0.0005684884381480515, 0.9989227652549744]"
0,0,"[0.9945308566093445, 0.0004656538076233119, 0.005003455560654402]"
2,2,"[1.4208541870175395e-05, 8.142247679643333e-06, 0.999977707862854]"
2,2,"[0.0003425143368076533, 0.0003149067924823612, 0.9993426203727722]"
2,2,"[5.696715561498422e-06, 3.926232238882221e-06, 0.9999903440475464]"
2,2,"[0.0038945949636399746, 0.0011864086845889688, 0.9949190020561218]"
2,2,"[3.2471885447193927e-07, 1.3955757083294884e-07, 0.9999995231628418]"
2,2,"[9.743950613483321e-06, 5.26782378074131e-06, 0.9999849796295166]"
2,2,"[0.000122621568152681, 7.381128671113402e-05, 0.9998036026954651]"
2,2,"[6.238134915292903e-07, 2.394686475781782e-07, 0.9999991655349731]"
1,1,"[0.0017511415062472224, 0.9939321875572205, 0.0043166023679077625]"
2,2,"[1.4713363860607842e-08, 5.6435958128986385e-09, 1.0]"
0,0,"[0.9997567534446716, 7.443403592333198e-05, 0.00016870966646820307]"
0,0,"[0.9999010562896729, 8.060535037657246e-06, 9.086263889912516e-05]"
2,2,"[0.003168850438669324, 0.001947313896380365, 0.9948838353157043]"
0,0,"[0.9999933242797852, 4.1690887542245036e-07, 6.30562362857745e-06]"
2,2,"[6.937587386346422e-06, 2.9051691399217816e-06, 0.9999902248382568]"
2,2,"[0.001923531061038375, 0.0025687848683446646, 0.9955075979232788]"
2,2,"[5.393620995164383e-06, 3.886543254338903e-06, 0.999990701675415]"
2,2,"[7.296958756342065e-06, 4.60729779661051e-06, 0.9999880790710449]"
2,2,"[2.1460355981162138e-07, 8.19167382815067e-08, 0.9999996423721313]"
2,2,"[3.712473335326649e-05, 2.2035736037651077e-05, 0.9999408721923828]"
2,2,"[4.813033683603862e-06, 4.134283244638937e-06, 0.9999910593032837]"
1,1,"[0.0005189038347452879, 0.9976769089698792, 0.0018041824223473668]"
2,2,"[4.0789080230752006e-05, 4.352879841462709e-05, 0.9999157190322876]"
2,2,"[0.003026721766218543, 0.0012318053049966693, 0.9957414865493774]"
0,0,"[0.9992675185203552, 0.0001138152729254216, 0.0006187214748933911]"
2,2,"[3.6463366996031255e-05, 3.165162343066186e-05, 0.999931812286377]"
2,2,"[0.00018443669250700623, 7.830571848899126e-05, 0.9997372031211853]"
0,0,"[0.9869951605796814, 0.0025524399243295193, 0.01045235525816679]"
2,2,"[0.00022734278172720224, 0.00018751301104202867, 0.9995850920677185]"
1,1,"[8.7084794358816e-05, 0.9995974898338318, 0.0003154542646370828]"
0,0,"[0.9999203681945801, 6.779481736884918e-06, 7.284557796083391e-05]"
2,2,"[3.102195478277281e-05, 5.088665056973696e-05, 0.9999181032180786]"
2,2,"[1.3834399396728259e-05, 8.805310244497377e-06, 0.9999773502349854]"
2,2,"[1.6470897890030756e-06, 1.1416827874199953e-06, 0.9999971389770508]"
0,0,"[0.9975540041923523, 0.0004150334862060845, 0.002031047595664859]"
2,2,"[6.307924923021346e-05, 1.995602360693738e-05, 0.9999170303344727]"
2,2,"[0.00023119289835449308, 0.00037410270306281745, 0.9993946552276611]"
0,0,"[0.9955957531929016, 0.0008845739648677409, 0.003519649151712656]"
2,2,"[2.0884468540316448e-05, 1.2865148164564744e-05, 0.9999662637710571]"
2,2,"[0.00010541217488935217, 7.539994112448767e-05, 0.9998192191123962]"
2,2,"[6.902957920829067e-06, 3.9376868699037004e-06, 0.9999891519546509]"
2,2,"[2.8049332740920363e-06, 1.6382562080252683e-06, 0.9999954700469971]"
0,0,"[0.9887388944625854, 0.0026818523183465004, 0.00857927929610014]"
1,1,"[0.0002473594213370234, 0.9990967512130737, 0.0006558941095136106]"
0,0,"[0.9982942938804626, 0.00028883403865620494, 0.0014168338384479284]"
2,2,"[0.00025314831873402, 0.0001262907317141071, 0.9996205568313599]"
2,2,"[0.025239847600460052, 0.016438491642475128, 0.958321750164032]"
2,2,"[4.6917443796701264e-07, 2.1576622089014563e-07, 0.9999992847442627]"
1,1,"[0.0016841079341247678, 0.98603755235672, 0.012278348207473755]"
2,2,"[7.266717005904866e-08, 4.500541450624951e-08, 0.9999998807907104]"
2,2,"[4.055497811350506e-06, 2.2002241166774184e-06, 0.9999938011169434]"
2,2,"[1.0942317203443963e-06, 8.569609803998901e-07, 0.9999980926513672]"
2,2,"[2.0920046139849546e-08, 7.2068502277033986e-09, 1.0]"
2,2,"[0.0002760874049272388, 8.36538674775511e-05, 0.9996402263641357]"
2,2,"[4.674009232985554e-06, 1.5589907889079768e-06, 0.9999938011169434]"
2,2,"[0.05127716436982155, 0.22059749066829681, 0.7281253933906555]"
2,2,"[0.004042117390781641, 0.000720474636182189, 0.9952373504638672]"
0,0,"[0.9990069270133972, 0.00014264413039200008, 0.0008504663128405809]"
2,2,"[9.475888873566873e-07, 3.6567698202816246e-07, 0.9999986886978149]"
0,0,"[0.9377157092094421, 0.008697183802723885, 0.053587112575769424]"
2,2,"[1.6616260836599395e-05, 9.102693184104282e-06, 0.9999743700027466]"
2,2,"[4.503761829255382e-06, 3.223700787202688e-06, 0.9999922513961792]"
2,2,"[6.332937482511625e-05, 1.800283462216612e-05, 0.9999186992645264]"
2,2,"[3.4791622738339356e-07, 1.956758239884948e-07, 0.9999994039535522]"
2,2,"[0.0006346579757519066, 0.0002827556454576552, 0.9990825653076172]"
2,2,"[2.2641494069830514e-05, 2.78615207207622e-05, 0.9999494552612305]"
2,2,"[8.418822261546666e-08, 4.108323636842215e-08, 0.9999998807907104]"
2,2,"[6.546985673594463e-07, 3.284561103100714e-07, 0.9999990463256836]"
2,2,"[6.539811181482946e-08, 2.632066298247082e-08, 0.9999998807907104]"
2,2,"[2.299471589140012e-06, 7.852028716115456e-07, 0.9999969005584717]"
1,1,"[0.0018459040438756347, 0.9916511178016663, 0.006502975709736347]"
0,0,"[0.9928691983222961, 0.001625853474251926, 0.005504929926246405]"
2,2,"[2.3144497390603647e-05, 1.2847769539803267e-05, 0.9999639987945557]"
2,2,"[0.00017093807400669903, 6.236002082005143e-05, 0.9997667670249939]"
1,1,"[5.341110409062821e-06, 0.9999767541885376, 1.7893882613861933e-05]"
1,1,"[0.0007590631721541286, 0.9973016977310181, 0.00193918333388865]"
2,2,"[0.09593790024518967, 0.007830271497368813, 0.8962318301200867]"
1,1,"[0.0001281158038182184, 0.99916672706604, 0.0007051350548863411]"
1,1,"[0.0016364072216674685, 0.9936535358428955, 0.004710033070296049]"
2,2,"[0.00021637014287989587, 0.00011019522207789123, 0.9996733665466309]"
1,1,"[0.00020759586186613888, 0.9993461966514587, 0.0004461687058210373]"
0,0,"[0.9999908208847046, 2.506147325220809e-07, 8.919783795136027e-06]"
2,2,"[7.281368397116239e-08, 4.3404877914099416e-08, 0.9999998807907104]"
2,2,"[4.882406756223645e-06, 1.3267309668663074e-06, 0.9999938011169434]"
2,2,"[5.299864369590068e-07, 2.4409490606558393e-07, 0.9999992847442627]"
2,2,"[7.490013103961246e-06, 2.949633881144109e-06, 0.9999895095825195]"
1,1,"[0.0006370908231474459, 0.997192919254303, 0.00217002397403121]"
2,2,"[0.18658149242401123, 0.009908512234687805, 0.8035100698471069]"
2,2,"[2.132936970156152e-06, 1.330460918325116e-06, 0.999996542930603]"
2,2,"[9.85157768695899e-08, 3.862431796619603e-08, 0.9999998807907104]"
0,0,"[0.9996211528778076, 6.961761391721666e-05, 0.0003092433325946331]"
2,2,"[4.129243279749062e-06, 2.903856056946097e-06, 0.9999929666519165]"
1,1,"[0.0002502061252016574, 0.9990160465240479, 0.0007337714196182787]"
1,1,"[0.00017869802832137793, 0.999373733997345, 0.00044763751793652773]"
2,2,"[4.209304279356729e-06, 2.740243417065358e-06, 0.999993085861206]"
2,2,"[1.707445153442677e-05, 1.150932894233847e-05, 0.9999713897705078]"
2,2,"[1.238394133906695e-06, 1.6617328810752952e-06, 0.9999971389770508]"
1,1,"[0.0008840470109134912, 0.990459680557251, 0.008656302466988564]"
1,1,"[2.617558720885427e-07, 0.9999988079071045, 8.905128652259009e-07]"
2,2,"[0.0001798054581740871, 0.00011656738934107125, 0.999703586101532]"
2,2,"[4.17476485381485e-06, 6.211850632098503e-06, 0.9999896287918091]"
0,0,"[0.9991918206214905, 3.163761357427575e-05, 0.000776537402998656]"
0,0,"[0.999657392501831, 2.283979301864747e-05, 0.00031978264451026917]"
2,2,"[2.521757960494142e-05, 1.3380098607740365e-05, 0.9999613761901855]"
2,2,"[0.00014027944416739047, 0.00017564989684615284, 0.9996840953826904]"
2,2,"[0.0005321049247868359, 0.00047193028149195015, 0.9989959597587585]"
2,2,"[1.1689212442433927e-06, 5.327289045453654e-07, 0.9999983310699463]"
2,2,"[8.322225767187774e-05, 3.452133387327194e-05, 0.9998822212219238]"
2,2,"[1.552007051941473e-05, 4.633056960301474e-05, 0.9999381303787231]"
1,1,"[0.0013069295091554523, 0.9896710515022278, 0.00902209710329771]"
2,2,"[4.314362911372882e-07, 3.690115306653752e-07, 0.9999991655349731]"
2,2,"[0.0001543202524771914, 9.720872185425833e-05, 0.9997484087944031]"
0,0,"[0.9999802112579346, 2.1071364244562574e-06, 1.769094160408713e-05]"
1,1,"[1.577146031195298e-05, 0.9999138116836548, 7.035432645352557e-05]"
2,2,"[2.1353339718643838e-07, 1.3399689180459973e-07, 0.9999996423721313]"
2,2,"[0.002454855479300022, 0.0005609717918559909, 0.9969841837882996]"
2,2,"[3.099782759363734e-07, 2.1854168608115287e-07, 0.9999994039535522]"
1,1,"[0.002261003013700247, 0.9909605383872986, 0.006778382230550051]"
2,2,"[1.0129225529453834e-06, 3.741653245015186e-07, 0.9999986886978149]"
2,2,"[0.03519463166594505, 0.0040680463425815105, 0.9607373476028442]"
1,1,"[1.79539874807233e-05, 0.9999377727508545, 4.42124655819498e-05]"
0,0,"[0.999396562576294, 8.336210157722235e-05, 0.0005200075102038682]"
2,2,"[0.004109591711312532, 0.002404741710051894, 0.9934856295585632]"
2,2,"[0.0001024253579089418, 5.554216477321461e-05, 0.9998420476913452]"
0,0,"[0.9994315505027771, 7.432713027810678e-05, 0.0004941207007505]"
2,2,"[2.6259310743625974e-06, 1.3777874983134097e-06, 0.9999959468841553]"
0,0,"[0.9999986886978149, 6.721542433751893e-08, 1.214457256537571e-06]"
2,2,"[8.781090400589164e-06, 4.509900008997647e-06, 0.9999866485595703]"
2,2,"[6.946819212316768e-06, 8.232505024352577e-06, 0.999984860420227]"
2,2,"[2.379543673214357e-08, 1.2006246663531783e-08, 1.0]"
2,2,"[3.6368330711411545e-06, 2.387164158790256e-06, 0.9999939203262329]"
2,2,"[0.00014189555076882243, 9.464738832321018e-05, 0.9997634291648865]"
0,0,"[0.9997970461845398, 1.0694840966607444e-05, 0.00019222561968490481]"
2,2,"[2.53408916250919e-06, 1.1591365591812064e-06, 0.9999963045120239]"
2,2,"[0.0002581315638963133, 0.00018620645278133452, 0.9995556473731995]"
1,1,"[0.0003014442918356508, 0.998894989490509, 0.0008036471554078162]"
2,2,"[1.1495070793898776e-05, 3.7101322050148156e-06, 0.999984860420227]"
2,2,"[7.353412456723163e-08, 5.172893935423417e-08, 0.9999998807907104]"
1,1,"[0.0003322502307128161, 0.9985814094543457, 0.0010863926727324724]"
0,0,"[0.6813668012619019, 0.131364107131958, 0.18726910650730133]"
2,2,"[0.00010709060006774962, 7.235539669636637e-05, 0.9998205304145813]"
2,2,"[3.582480530894827e-06, 3.7506999888137216e-06, 0.9999927282333374]"
2,2,"[2.4485868834744906e-06, 4.483871180127608e-06, 0.9999929666519165]"
2,2,"[2.9729433663305826e-05, 2.7336918719811365e-05, 0.9999430179595947]"
2,2,"[0.0002721195050980896, 0.00013087403203826398, 0.9995970129966736]"
2,2,"[0.00034078292082995176, 0.00011540643754415214, 0.9995437264442444]"
2,2,"[1.942727067216765e-05, 2.0266021238057874e-05, 0.9999603033065796]"
2,2,"[0.005973593331873417, 0.012502257712185383, 0.9815241694450378]"
2,2,"[2.6697682642407017e-07, 1.1902015728537663e-07, 0.9999996423721313]"
2,2,"[5.743250426348823e-07, 2.872629067951493e-07, 0.9999991655349731]"
2,2,"[3.24760731018614e-05, 1.081611480913125e-05, 0.9999567270278931]"
0,0,"[0.9983434677124023, 0.0003365969459991902, 0.0013200069079175591]"
2,2,"[1.1884358741554024e-07, 3.6359843136324344e-08, 0.9999998807907104]"
0,0,"[0.9996015429496765, 2.6911604436463676e-05, 0.0003715486091095954]"
2,2,"[6.234640022739768e-05, 7.455094601027668e-05, 0.9998631477355957]"
2,2,"[0.06018376350402832, 0.04589524120092392, 0.8939209580421448]"
2,2,"[0.0006218376802280545, 0.0010208508465439081, 0.9983572363853455]"
2,2,"[5.652353593177395e-06, 2.6591119421937037e-06, 0.999991774559021]"
2,2,"[8.048797099036165e-06, 3.2483626455359627e-06, 0.9999886751174927]"
2,2,"[0.00011663449549814686, 0.00032997483504004776, 0.999553382396698]"
0,0,"[0.9994410872459412, 5.6003813369898126e-05, 0.0005028817686252296]"
2,2,"[2.7541720555745997e-05, 2.51718101935694e-05, 0.9999473094940186]"
2,2,"[0.0041585322469472885, 0.07056528329849243, 0.9252762198448181]"
1,1,"[0.004976607393473387, 0.9837083220481873, 0.011315099895000458]"
2,2,"[2.2877096853335388e-05, 1.2432499715941958e-05, 0.999964714050293]"
2,2,"[0.0004585258138831705, 0.0004238626570440829, 0.9991175532341003]"
2,2,"[3.974357241531834e-05, 4.0576476749265566e-05, 0.9999197721481323]"
2,2,"[8.24155085865641e-06, 2.6452609745319933e-05, 0.9999653100967407]"
2,2,"[3.0029485060367733e-05, 3.360456321388483e-05, 0.9999363422393799]"
0,0,"[0.9950005412101746, 0.0007572333561256528, 0.00424218038097024]"
2,2,"[0.005407341755926609, 0.004012532532215118, 0.990580141544342]"
0,0,"[0.9683540463447571, 0.009578092023730278, 0.022067870944738388]"
2,2,"[3.919868322554976e-05, 1.7638938516029157e-05, 0.9999431371688843]"
2,2,"[2.0221730665070936e-05, 2.6071940737892874e-05, 0.9999536275863647]"
2,2,"[0.0011231496464461088, 0.0004715275426860899, 0.9984052777290344]"
2,2,"[9.258524755750841e-07, 4.859846285398817e-07, 0.9999985694885254]"
2,2,"[3.11323965433985e-05, 2.563439375080634e-05, 0.9999432563781738]"
2,2,"[1.311482151322707e-06, 3.5762561765295686e-06, 0.9999951124191284]"
2,2,"[0.003330880543217063, 0.0015331851318478584, 0.9951359629631042]"
2,2,"[0.006768715102225542, 0.0015499278670176864, 0.9916813969612122]"
2,2,"[4.1191077571056667e-07, 3.161345034641272e-07, 0.9999992847442627]"
0,0,"[0.6019651293754578, 0.2899881601333618, 0.10804670304059982]"
2,2,"[5.101751412439626e-07, 2.6461907509656157e-07, 0.9999992847442627]"
2,2,"[6.280518573476002e-05, 4.759325020131655e-05, 0.999889612197876]"
2,2,"[1.0763914360722993e-05, 1.7179112546727993e-05, 0.9999721050262451]"
2,2,"[6.598994559681159e-07, 3.971500177613052e-07, 0.999998927116394]"
2,2,"[3.050423038075678e-05, 1.3549019968195353e-05, 0.9999558925628662]"
0,0,"[0.9999116659164429, 7.605362497997703e-06, 8.068145689321682e-05]"
2,2,"[5.948015200374357e-07, 2.7292551862956316e-07, 0.9999991655349731]"
1,1,"[0.0023631977383047342, 0.9933962225914001, 0.004240561742335558]"
2,2,"[9.99069834506372e-06, 6.372125881171087e-06, 0.9999836683273315]"
2,2,"[0.00018317659851163626, 7.829313108231872e-05, 0.9997385144233704]"
0,0,"[0.9989392161369324, 0.00021272242884151638, 0.0008481416152790189]"
2,2,"[9.460722503717989e-05, 4.272300793672912e-05, 0.9998626708984375]"
2,2,"[2.5929064122465206e-06, 1.259617306459404e-06, 0.9999960660934448]"
2,2,"[7.314867980312556e-05, 0.00013144266267772764, 0.9997953772544861]"
2,2,"[0.02764119580388069, 0.011518500745296478, 0.9608403444290161]"
1,1,"[0.0073446789756417274, 0.9801437258720398, 0.0125116603448987]"
2,2,"[0.013020697981119156, 0.006556646432727575, 0.9804226756095886]"
2,2,"[3.0543003958882764e-05, 2.5011939214891754e-05, 0.9999444484710693]"
2,2,"[8.416390301135834e-06, 3.154235855618026e-06, 0.9999884366989136]"
